บริษัท แมนดาริน ไทย คอมมิวนิเคชั่น เซอร์วิส จำกัด,0-1055-43105-89-3,เลขที่ 52 ซ.เพชรเกษม 54 แขวงบางด้วน เขตภาษีเจริญ กรุงเทพฯ,,,02-805-2993-4,,1,30,,,,,,,12,2
บริษัท เจเนซิส มีเดียคอม จำกัด,0-1055-39016-60-1,168/73 ถ.นาคนิวาส แขวงลาดพร้าว เขตลาดพร้าว กทม. 10230 ประเทศไทย,,,02-5302577,,1,30,,,,,,,12,2
"Tongthai Media And Service Co., Ltd.",0-1055-57086-17-9,"104 Surawong road Sripraya Bangrak Bangkok,Thailand 10500",,,02-637-0225,,1,30,,,,,,,12,2
บริษัท เนสโก้ กรุ๊ป จำกัด,0-1055-48027-97-1,46/178 ชั้น 4 หมู่ 12 ถนนนวลจันทร์ แขวงคลองกุ่ม เขตบึงกุ่ม กรุงเทพมหานคร 10230,,,080-045-0305,,0,0,,,,,,,12,2
บริษัท ปิรามิดการพิมพ์ จำกัด,0-7455-54000-06-5,30/13 ม.1 ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จังหวัดสมุทรสาคร 74000,,,024022151-2 ต่อ12,,1,30,,,,,,,12,2
บริษัท ฟ้าบันดาล กรุ๊ป จำกัด,0-1055-57151-74-4,161/1 ซอยสังคมสงเคราะห์ 24 แขวงลาดพร้าว เขตลาดพร้าว กทม. 10230,,,061-412-3544,,1,60,,,,,,,12,2
บริษัท มินิบิ๊ก จำกัด,0-7155-18000-03-4,อาคารอิตัลไทย 2 ชั้นที่ 2 956 ถนนสุขุมวิท 71 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110,,,085-236-7030,,1,30,,,,,,,12,2
ห้างหุ้นส่วนจำกัด โรงพิมพ์สุรวัฒน์,0-1055-32086-18-3,83/35-39 ซอยข้างวัดตรีทศเทพ ถนนประชาธิปไตย แขวงบ้านพานถม เขตพระนคร กทม. 10200,,,02-281-8907,,1,30,,,,,,,12,2
บริษัท นอมิเนิล พับลิชชิ่ง จำกัด,,599/316 ถนนรัชดาภิเษก แขวงจตุจักร เขตจตุจักร กรุงเทพมหานคร 10900,,,02-235-1607,,0,0,,,,,,,12,2
บริษัท องค์อร จำกัด,0-1255-57000-13-4,114/95 ม.5 ถ.ภูมิเวท หมู่บ้านสิรินทร์เฮ้าส์1 ต.ปากเกร็ด อ.ปากเกร็ด จ.นนทบุรี 11120,,,02-960-7640,,1,30,,,,,,,12,2
บริษัท อะเลิท ( ไทยแลนด์ ) จำกัด,0-1055-55018-08-7,163/159 ถ.เสนานิคม 1 แขวงลาดพร้าว เขตลาดพร้าว กรุงเทพฯ 10230,,,089-449-9916,,1,30,,,,,,,12,2
บริษัท ไอ ไนน์ จำกัด,0-1055-39073-62-1,12/3 ซ.กรุงเทพกรีฑา 32 แขวงสะพานสูง เขตสะพานสูง กทม. 10250,,,089-816-8419,,1,30,,,,,,,12,2
โรงพยาบาล นครปฐม,,196 ถนน เทศา อำเภอเมืองนครปฐม นครปฐม,,,,,0,0,,,,,,,12,2
บริษัท เวกเตอร์ กรุ๊ป จำกัด,,เลขที่ 25 อาคาร อัลม่าลิงค์ ชั้น 18 ซอยชิดลม ถนนเพลินจิต แขวงลุมพินี เขตปทุมวัน กรุงเทพ 10330,,,,,0,0,,,,,,,12,2
บริษัท ออกัส มีเดีย มาร์เก็ตติ้ง จำกัด,0-1055-56083-17-6,479/6-7 ซ.พระยาสิงหเสนีย์ ถนนพระราม 4  แขวงรองเมือง เขตปทุมวัน กรุงเทพฯ 10330,,,,,1,30,,,,,,,12,2
